full_name;age;birthday;birthday_GMT;league;season;position;Current_club;minutes_played_overall;minutes_played_home;minutes_played_away;nationality;appearances_overall;appearances_home;appearances_away;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;penalty_goals;penalty_misses;clean_sheets_overall;clean_sheets_home;clean_sheets_away;conceded_overall;conceded_home;conceded_away;yellow_cards_overall;red_cards_overall;goals_involved_per_90_overall;assists_per_90.00_overall;goals_per_90.00_overall;goals_per_90.00_home;goals_per_90.00_away;min_per_goal_overall;conceded_per_90.00_overall;min_per_conceded_overall;min_per_match;min_per_card_overall;min_per_assist_overall;cards_per_90.00_overall;rank_in_league_top_attackers;rank_in_league_top_midfielders;rank_in_league_top_defenders;rank_in_club_top_scorer;average_rating_overall;assists_per_game_overall;penalties_won_total_overall;shirt_number;annual_salary_gbp;annual_salary_usd
Braian Rivero;27;824976000;22/2/1996;Primera Division;2023;Midfielder;Arsenal de Sarandi;1055;504;551;Argentina;19;11;8;0;0;0;1;1;0;0;0;5;3;2;13;7;6;0;0;0.09;0.09;0.00;0.00;0.00;0;1.11;81;56;0;1055;0.00;430;167;-1;25;6.68;0.05;0;8;0;0
Brandon William irtes Bustos;22;993538800;26/6/2001;Primera Division;2023;Midfielder;Boca Juniors;21;21;0;Chile;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;21;0;0;0.00;-1;-1;-1;29;6.21;0.00;0;31;0;0
Brian Aaron Martinez;24;934959600;18/8/1999;Primera Division;2023;Forward;Independiente;1151;614;537;Argentina;18;10;8;2;0;2;0;0;0;0;0;5;3;2;14;6;8;2;0;0.16;0.00;0.16;0.00;0.34;576;1.09;82;64;576;0;0.16;127;418;-1;3;0.00;0.00;0;29;0;0
Brian Abel Luoatti;30;732441600;18/3/1993;Primera Division;2023;Defender;Tigre;2312;1142;1170;Argentina;27;14;13;4;3;1;1;0;1;0;0;7;4;3;25;13;12;7;2;0.19;0.04;0.16;0.24;0.08;578;0.97;92;86;289;2312;0.31;131;291;123;2;7.22;0.04;0;6;0;0
Brian Alexis Leizza;23;956905200;28/4/2000;Primera Division;2023;Midfielder;Tigre;788;394;394;Argentina;11;5;6;1;0;1;0;0;0;0;0;5;2;3;4;1;3;3;0;0.11;0.00;0.11;0.00;0.23;788;0.46;197;72;263;0;0.34;176;442;-1;9;0.00;0.00;0;30;0;0
Brian olderara;24;907138800;30/9/1998;Primera Division;2023;Defender;Barracas Central;1574;767;807;Argentina;25;12;13;2;0;2;1;1;0;0;0;10;6;4;19;5;14;2;0;0.17;0.06;0.11;0.00;0.22;787;1.09;83;63;787;1574;0.11;172;212;171;5;0.00;0.00;0;21;0;0
Brian Farioli;25;887875200;19/2/1998;Primera Division;2023;Midfielder;Central Cordoba SdE;1998;964;1034;Argentina;29;14;15;1;1;0;2;1;1;0;0;9;6;3;23;6;17;2;0;0.14;0.09;0.05;0.09;0.00;1998;1.04;87;69;999;999;0.09;266;173;-1;10;6.74;0.07;0;44;0;0
Brian Lautaro Guzman;23;948182400;18/1/2000;Primera Division;2023;Forward;Arsenal de Sarandi;2020;969;1051;Argentina;30;15;15;2;0;2;3;2;1;1;1;5;3;2;28;13;15;2;0;0.22;0.13;0.09;0.00;0.17;1010;1.25;72;67;1010;673;0.09;207;113;-1;3;0.00;0.00;0;22;0;0
Brian Maurioo Aguilar oraballo;20;1050217200;13/4/2003;Primera Division;2023;Defender;Lanus;47;25;22;Argentina;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;12;24;0;3.83;-1;-1;-1;14;4.54;0.00;0;29;0;0
Brian Niilas Aguirre;20;1054450800;1/6/2003;Primera Division;2023;Forward;Newell's Old Boys;1603;821;782;Argentina;23;12;11;2;1;1;4;2;2;0;0;10;9;1;16;3;13;4;0;0.34;0.22;0.11;0.11;0.12;802;0.9;100;70;401;401;0.22;178;42;-1;5;0.00;0.00;0;18;0;0
Brian Rolando Blasi;27;823766400;8/2/1996;Primera Division;2023;Defender;Central Cordoba SdE;2122;1057;1065;Argentina;26;13;13;0;0;0;0;0;0;0;0;9;6;3;25;9;16;5;0;0.00;0.00;0.00;0.00;0.00;0;1.06;85;82;424;0;0.21;437;435;161;27;6.53;0.00;0;17;0;0
Bruno Alejandro Pitton;30;728553600;1/2/1993;Primera Division;2023;Defender;Newell's Old Boys;1387;826;561;Argentina;20;10;10;1;0;1;2;1;1;0;0;9;7;2;15;3;12;2;0;0.19;0.13;0.06;0.00;0.16;1387;0.97;92;69;694;694;0.13;254;111;125;12;7.07;0.1;0;15;0;0
Bruno Amilor Valdez;30;718354800;6/10/1992;Primera Division;2023;Defender;Boca Juniors;1513;1028;485;Paraguay;20;12;8;0;0;0;0;0;0;0;0;8;6;2;13;7;6;5;0;0.00;0.00;0.00;0.00;0.00;0;0.77;116;76;303;0;0.3;534;532;43;34;6.97;0.00;0;25;0;0
Bruno oristian Sepulveda;30;716713200;17/9/1992;Primera Division;2023;Midfielder;Barracas Central;2233;1094;1139;Argentina;27;13;14;6;2;4;1;0;1;1;0;8;5;3;34;12;22;2;0;0.28;0.04;0.24;0.16;0.32;372;1.37;66;83;1117;2233;0.08;76;266;-1;1;6.87;0.04;2;29;0;0
Bruno Felix Bianoi Massey;34;603705600;17/2/1989;Primera Division;2023;Defender;Atletico Tucuman;2340;1170;1170;Argentina;26;13;13;0;0;0;1;1;0;0;0;10;5;5;27;13;14;7;1;0.04;0.04;0.00;0.00;0.00;0;1.04;87;90;293;2340;0.31;549;265;151;25;6.97;0.04;0;2;0;0
Bruno Leyes Sosa;21;1004428800;30/10/2001;Primera Division;2023;Midfielder;Godoy Cruz;1488;728;760;Argentina;22;11;11;0;0;0;1;0;1;0;0;7;5;2;19;8;11;6;1;0.06;0.06;0.00;0.00;0.00;0;1.15;78;68;213;1488;0.42;333;216;-1;20;0.00;0.00;0;25;0;0
Bruno Mastroniila;23;954576000;1/4/2000;Primera Division;2023;Defender;Barracas Central;4;4;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;0.00;0.00;0.00;0;0.00;0;4;2;0;45;-1;-1;-1;21;0.00;0.00;0;30;0;0
Bruno Palazzo;22;974534400;18/11/2000;Primera Division;2023;Defender;Gimnasia La Plata;313;133;180;Argentina;5;3;2;0;0;0;0;0;0;0;0;2;1;1;2;0;2;2;1;0.00;0.00;0.00;0.00;0.00;0;0.58;157;63;104;0;0.86;407;385;17;26;6.78;0.00;0;2;0;0
Bruno Zapelli;21;1021618800;17/5/2002;Primera Division;2023;Midfielder;Belgrano;1836;909;927;Argentina;24;12;12;1;0;1;3;3;0;0;0;11;6;5;15;5;10;1;0;0.2;0.15;0.05;0.00;0.1;1836;0.74;122;77;1836;612;0.05;272;88;-1;4;6.83;0.12;0;10;0;0
Bruno Zuolini;30;733737600;2/4/1993;Primera Division;2023;Midfielder;River Plate;14;0;14;Argentina;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;14;0;0;0.00;-1;-1;-1;22;6.63;0.00;0;5;0;0
Bryan David ostrillon Gomez;24;922780800;30/3/1999;Primera Division;2023;Forward;Union Santa Fe;224;124;100;Colombia;12;7;5;2;1;1;1;1;0;0;0;3;3;0;3;1;2;1;0;1.21;0.4;0.8;0.73;0.9;112;1.21;75;19;224;224;0.4;-1;-1;-1;6;6.77;0.08;0;11;0;0
orlos Aro;32;653468400;16/9/1990;Primera Division;2023;Midfielder;Barracas Central;1665;1039;626;Argentina;24;13;11;2;2;0;0;0;0;0;0;9;6;3;22;11;11;6;0;0.11;0.00;0.11;0.17;0.00;833;1.19;76;69;278;0;0.32;173;538;-1;6;5.97;0.00;0;19;0;0
orlos Arrua;26;870246000;30/7/1997;Primera Division;2023;Midfielder;Colon;1013;492;521;Paraguay;19;8;11;0;0;0;1;1;0;0;0;5;3;2;9;4;5;3;0;0.09;0.09;0.00;0.00;0.00;0;0.8;113;53;338;1013;0.27;389;179;-1;24;6.60;0.05;0;26;0;0
orlos Auzqui;32;669110400;16/3/1991;Primera Division;2023;Forward;San Lorenzo;80;46;34;Argentina;2;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;40;0;0;0.00;-1;-1;-1;13;6.74;0.00;0;28;0;0
orlos Gustavo David Quintana;35;571564800;11/2/1988;Primera Division;2023;Defender;Rosario Central;2259;1223;1036;Argentina;27;15;12;2;1;1;0;0;0;1;1;13;8;5;23;7;16;6;0;0.08;0.00;0.08;0.07;0.09;1130;0.92;98;84;377;0;0.24;210;526;103;7;7.13;0.00;0;2;0;0
orlos Niilas ilazo;33;647420400;8/7/1990;Primera Division;2023;Forward;Gimnasia La Plata;984;404;580;Argentina;15;6;9;0;0;0;0;0;0;0;0;3;1;2;14;6;8;1;0;0.00;0.00;0.00;0.00;0.00;0;1.28;70;66;984;0;0.09;378;352;-1;31;6.96;0.00;0;18;0;0
orlos Sanoez;37;508060800;6/2/1986;Primera Division;2023;Midfielder;San Lorenzo;1668;767;901;Colombia;26;13;13;0;0;0;0;0;0;0;0;16;12;4;9;2;7;4;1;0.00;0.00;0.00;0.00;0.00;0;0.49;185;64;417;0;0.22;401;396;-1;21;6.68;0.00;0;3;0;0
osar Ibañez;24;935046000;19/8/1999;Primera Division;2023;Defender;Huracan;386;90;296;Argentina;7;1;6;0;0;0;0;0;0;0;0;1;0;1;7;1;6;0;0;0.00;0.00;0.00;0.00;0.00;0;1.63;55;55;0;0;0.00;331;327;234;14;6.79;0.00;0;25;0;0
oristian Gabriel Oliva Gimenez;27;833612400;1/6/1996;Primera Division;2023;Midfielder;Talleres Cordoba;424;274;150;Uruguay;16;11;5;0;0;0;0;0;0;0;0;8;5;3;6;4;2;1;0;0.00;0.00;0.00;0.00;0.00;0;1.27;71;27;424;0;0.21;422;422;-1;26;6.64;0.00;0;17;0;0
oristian Nahuel Ordoñez;19;1090652400;24/7/2004;Primera Division;2023;Midfielder;Velez Sarsfield;1123;700;423;Argentina;20;12;8;0;0;0;2;2;0;0;0;8;7;1;13;6;7;2;0;0.16;0.16;0.00;0.00;0.00;0;1.04;86;56;562;562;0.16;310;85;-1;28;0.00;0.00;0;32;0;0
oro Pablo Rius Aragallo;34;593938800;27/10/1988;Primera Division;2023;Forward;Platense;1806;837;969;Argentina;26;11;15;2;1;1;2;1;1;0;0;8;5;3;22;4;18;6;2;0.2;0.1;0.1;0.11;0.09;903;1.1;82;69;258;903;0.35;190;158;-1;7;6.66;0.08;0;12;0;0
aaudio Agustin Valverde Molaro;21;1017129600;26/3/2002;Primera Division;2023;Defender;Godoy Cruz;109;37;72;Argentina;4;3;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0.00;0.00;0.00;0.00;0.00;0;0.83;109;27;109;0;0.83;-1;-1;-1;15;0.00;0.00;0;14;0;0
aaudio Ezequiel Aquino;32;680338800;24/7/1991;Primera Division;2023;Midfielder;Velez Sarsfield;116;87;29;Argentina;2;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0.78;0.00;0.78;1.03;0.00;116;0.00;0;58;0;0;0.00;-1;-1;-1;10;7.37;0.00;0;22;0;0
aaudio Jeremias Eoeverri;17;1136188800;2/1/2006;Primera Division;2023;Midfielder;River Plate;71;48;23;Argentina;4;3;1;0;0;0;1;1;0;0;0;1;1;0;2;0;2;0;0;1.27;1.27;0.00;0.00;0.00;0;2.54;36;18;0;71;0.00;-1;-1;-1;15;0.00;0.00;0;19;0;0
oisthian Javier Baez;33;639644400;9/4/1990;Primera Division;2023;Defender;Independiente;2206;1126;1080;Paraguay;25;13;12;0;0;0;0;0;0;0;0;6;3;3;26;13;13;5;0;0.00;0.00;0.00;0.00;0.00;0;1.06;85;88;441;0;0.2;421;429;160;21;6.80;0.00;0;13;0;0
oistian Agustin Fontana;27;834476400;11/6/1996;Primera Division;2023;Forward;Sarmiento;65;33;32;Argentina;2;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1.38;0.00;1.38;0.00;2.81;65;0.00;0;33;0;0;0.00;-1;-1;-1;6;6.76;0.00;0;19;0;0
oistian Alberto Tarragona;32;671180400;9/4/1991;Primera Division;2023;Forward;Gimnasia La Plata;1620;876;744;Argentina;22;11;11;5;3;2;1;1;0;1;1;8;5;3;20;8;12;7;0;0.33;0.06;0.28;0.31;0.24;324;1.11;81;74;231;1620;0.39;53;226;-1;1;6.72;0.05;0;25;0;0
oistian David Nuñez Morales;25;874738800;20/9/1997;Primera Division;2023;Midfielder;Godoy Cruz;458;175;283;Paraguay;21;10;11;0;0;0;0;0;0;0;0;6;4;2;5;0;5;3;0;0.00;0.00;0.00;0.00;0.00;0;0.98;92;22;153;0;0.59;392;388;-1;17;5.10;0.00;0;5;0;0
oistian Exequiel Zabala;25;888998400;4/3/1998;Primera Division;2023;Midfielder;Tigre;1066;445;621;Argentina;26;12;14;0;0;0;1;1;0;0;0;7;3;4;10;4;6;3;0;0.08;0.08;0.00;0.00;0.00;0;0.84;107;41;355;1066;0.25;435;183;-1;25;6.81;0.04;0;27;0;0
oistian Ferreira;23;937119600;12/9/1999;Primera Division;2023;Midfielder;Newell's Old Boys;1703;965;738;Argentina;22;12;10;3;1;2;2;0;2;0;0;10;9;1;16;3;13;7;1;0.26;0.11;0.16;0.09;0.24;568;0.85;106;77;243;852;0.37;132;150;-1;4;6.93;0.09;0;30;0;0
oistian Frani Lema;33;638265600;24/3/1990;Primera Division;2023;Defender;Lanus;2315;1219;1096;Argentina;27;14;13;1;1;0;1;0;1;0;0;8;5;3;21;10;11;10;2;0.08;0.04;0.04;0.07;0.00;2315;0.82;110;86;210;2315;0.43;288;281;62;9;7.05;0.04;0;2;0;0
oistian Gonzalo Torres;23;946022400;24/12/1999;Primera Division;2023;Forward;Central Cordoba SdE;760;336;424;Argentina;21;9;12;1;1;0;0;0;0;0;0;7;4;3;11;5;6;1;0;0.12;0.00;0.12;0.27;0.00;760;1.3;69;36;760;0;0.12;170;559;-1;8;6.57;0.00;0;11;0;0
oistian Matias Menendez;35;575971200;2/4/1988;Primera Division;2023;Forward;Atletico Tucuman;382;197;185;Argentina;16;7;9;2;1;1;2;2;0;1;0;7;3;4;4;3;1;1;0;0.94;0.47;0.47;0.46;0.49;191;0.94;96;24;382;191;0.24;18;5;-1;3;7.22;0.12;0;11;0;0
oistian Medina;21;1022914800;1/6/2002;Primera Division;2023;Midfielder;Boca Juniors;1414;785;629;Argentina;24;13;11;4;3;1;2;2;0;0;0;10;6;4;9;4;5;4;0;0.38;0.13;0.25;0.34;0.14;354;0.57;157;59;354;707;0.25;68;108;-1;2;6.66;0.08;0;36;0;0
oistian Nahuel Barrios;25;894524400;7/5/1998;Primera Division;2023;Midfielder;San Lorenzo;1782;929;853;Argentina;26;13;13;2;0;2;1;0;1;0;0;16;12;4;8;1;7;6;2;0.15;0.05;0.1;0.00;0.21;891;0.4;223;69;255;1782;0.35;193;246;-1;3;7.01;0.04;0;10;0;0
oistian Orlando Vega;29;748249200;17/9/1993;Primera Division;2023;Midfielder;Colon;925;561;364;Argentina;17;9;8;1;1;0;0;0;0;0;0;6;4;2;10;6;4;4;0;0.1;0.00;0.1;0.16;0.00;925;0.97;93;54;231;0;0.39;192;607;-1;11;6.41;0.00;0;5;0;0
Damian Alberto Martinez;33;633772800;31/1/1990;Primera Division;2023;Defender;Rosario Central;2109;1116;993;Argentina;25;13;12;2;1;1;0;0;0;0;0;10;6;4;24;7;17;11;1;0.09;0.00;0.09;0.08;0.09;1055;1.02;88;84;192;0;0.47;200;479;144;6;6.62;0.00;2;4;0;0
Damian Alberto Perez;34;598780800;22/12/1988;Primera Division;2023;Defender;Independiente;597;260;337;Argentina;9;4;5;0;0;0;0;0;0;0;0;3;0;3;5;4;1;5;1;0.00;0.00;0.00;0.00;0.00;0;0.75;119;66;119;0;0.75;411;409;39;23;6.66;0.00;0;15;0;0
Damian Ariel Fernandez;22;978422400;2/1/2001;Primera Division;2023;Defender;Velez Sarsfield;548;337;211;Argentina;9;5;4;0;0;0;0;0;0;0;0;4;2;2;5;2;3;2;0;0.00;0.00;0.00;0.00;0.00;0;0.82;110;61;274;0;0.33;316;308;64;29;5.24;0.00;0;34;0;0
Damian Batallini;27;835599600;24/6/1996;Primera Division;2023;Midfielder;Colon;241;90;151;Argentina;3;1;2;0;0;0;1;1;0;0;0;2;1;1;2;0;2;1;0;0.37;0.37;0.00;0.00;0.00;0;0.75;121;80;241;241;0.37;-1;-1;-1;15;7.20;0.33;0;7;0;0
Damian Puebla;20;1032073200;15/9/2002;Primera Division;2023;Forward;Instituto;4;0;4;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;4;0;0;0.00;-1;-1;-1;17;0.00;0.00;0;22;0;0
Daniel Barrea;22;995785200;22/7/2001;Primera Division;2023;Forward;Belgrano;211;121;90;Argentina;9;5;4;0;0;0;0;0;0;0;0;4;3;1;3;1;2;0;0;0.00;0.00;0.00;0.00;0.00;0;1.28;70;23;0;0;0.00;-1;-1;-1;28;5.05;0.00;0;30;0;0
Daniel Eduardo Juarez;22;996476400;30/7/2001;Primera Division;2023;Midfielder;Union Santa Fe;678;323;355;Argentina;19;9;10;0;0;0;1;0;1;0;0;7;4;3;10;5;5;0;0;0.13;0.13;0.00;0.00;0.00;0;1.33;68;36;0;678;0.00;360;116;-1;23;6.57;0.05;0;29;0;0
Daniel Luoro;21;1019026800;17/4/2002;Primera Division;2023;Forward;Arsenal de Sarandi;277;174;103;Argentina;8;6;2;0;0;0;1;1;0;0;0;2;1;1;2;2;0;3;0;0.32;0.32;0.00;0.00;0.00;0;0.65;139;35;92;277;0.97;314;11;-1;13;0.00;0.00;0;24;0;0
Daniel Sappa;28;792316800;9/2/1995;Primera Division;2023;Goalkeeper;Estudiantes;180;0;180;Argentina;2;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0.00;0.00;0.00;0.00;0.00;0;2.5;36;90;0;0;0.00;-1;-1;-1;21;6.55;0.00;0;12;0;0
Dante Niilas ompisi;26;846576000;29/10/1996;Primera Division;2023;Goalkeeper;Union Santa Fe;180;0;180;Argentina;2;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0.00;0.00;0.00;0.00;0.00;0;1.5;60;90;0;0;0.00;-1;-1;-1;19;6.43;0.00;0;32;0;0
Dardo Federii Miloc;32;656060400;16/10/1990;Primera Division;2023;Midfielder;Central Cordoba SdE;180;90;90;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0.00;0.00;0.00;0.00;0.00;0;1.5;60;90;0;0;0.00;-1;-1;-1;17;6.83;0.00;0;5;0;0
Dario Benedetto;33;642927600;17/5/1990;Primera Division;2023;Forward;Boca Juniors;1048;476;572;Argentina;18;9;9;3;2;1;2;1;1;0;1;6;3;3;12;6;6;2;0;0.43;0.17;0.26;0.38;0.16;349;1.03;87;58;524;524;0.17;62;77;-1;5;6.66;0.11;0;9;0;0
Dario Jorge oores Ovelar;25;885801600;26/1/1998;Primera Division;2023;Defender;Defensa y Justicia;716;309;407;Argentina;17;8;9;1;0;1;1;0;1;0;0;7;3;4;6;4;2;2;0;0.25;0.13;0.13;0.00;0.22;716;0.75;119;42;358;716;0.25;152;112;38;14;0.00;0.00;0;26;0;0
David Gallardo;26;857116800;28/2/1997;Primera Division;2023;Midfielder;Sarmiento;203;82;121;Argentina;6;3;3;0;0;0;0;0;0;0;0;2;0;2;2;1;1;0;0;0.00;0.00;0.00;0.00;0.00;0;0.89;102;34;0;0;0.00;-1;-1;-1;29;6.50;0.00;0;14;0;0
David Gonzalez;20;1057647600;8/7/2003;Primera Division;2023;Midfielder;Racing Club;29;0;29;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;29;0;0;0.00;-1;-1;-1;25;0.00;0.00;0;49;0;0
David Matias Barbona;28;793440000;22/2/1995;Primera Division;2023;Midfielder;Defensa y Justicia;1620;924;696;Argentina;24;13;11;3;3;0;5;2;3;0;0;14;7;7;10;8;2;3;0;0.44;0.28;0.17;0.29;0.00;540;0.56;162;68;540;324;0.17;122;22;-1;3;7.14;0.21;0;19;0;0
David Sotelo;20;1059548400;30/7/2003;Primera Division;2023;Midfielder;Newell's Old Boys;100;68;32;Argentina;4;2;2;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.9;100;25;0;0;0.00;-1;-1;-1;20;0.00;0.00;0;34;0;0
David Zalazar;21;1020927600;9/5/2002;Primera Division;2023;Midfielder;Barracas Central;15;15;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;15;0;0;0.00;-1;-1;-1;26;6.70;0.00;0;25;0;0
Deian Veron;22;969865200;25/9/2000;Primera Division;2023;Midfielder;Estudiantes;92;67;25;Argentina;3;2;1;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0.00;0.00;0.00;0.00;0.00;0;2.93;31;31;0;0;0.00;-1;-1;-1;24;6.38;0.00;0;11;0;0
Diego Barrera;19;1087887600;22/6/2004;Primera Division;2023;Midfielder;Talleres Cordoba;238;140;98;Argentina;10;5;5;0;0;0;1;1;0;0;0;3;1;2;2;1;1;1;0;0.38;0.38;0.00;0.00;0.00;0;0.76;119;24;238;238;0.38;-1;-1;-1;25;0.00;0.00;0;26;0;0
Diego Ezequiel oloterra;22;996130800;26/7/2001;Primera Division;2023;Midfielder;Sarmiento;436;166;270;Argentina;6;3;3;1;1;0;0;0;0;0;0;3;2;1;2;0;2;2;0;0.21;0.00;0.21;0.54;0.00;436;0.41;218;73;218;0;0.41;87;394;-1;9;0.00;0.00;0;15;0;0
Diego Godin;37;508924800;16/2/1986;Primera Division;2023;Defender;Velez Sarsfield;1155;540;615;Uruguay;13;6;7;0;0;0;0;0;0;0;0;4;3;1;13;6;7;3;0;0.00;0.00;0.00;0.00;0.00;0;1.01;89;89;385;0;0.23;344;314;141;17;7.13;0.00;0;2;0;0
Diego Hernan Gonzalez;35;571392000;9/2/1988;Primera Division;2023;Midfielder;Boca Juniors;74;17;57;Argentina;5;3;2;0;0;0;0;0;0;0;0;3;3;0;1;0;1;1;0;0.00;0.00;0.00;0.00;0.00;0;1.22;74;15;74;0;1.22;-1;-1;-1;19;5.06;0.00;0;23;0;0
Diego Luis Braghieri;36;541065600;23/2/1987;Primera Division;2023;Defender;Lanus;547;385;162;Argentina;7;5;2;1;1;0;0;0;0;0;0;3;3;0;3;2;1;1;0;0.16;0.00;0.16;0.23;0.00;547;0.49;182;78;547;0;0.16;125;590;9;12;7.08;0.00;0;6;0;0
Diego Luis Valoyes Ruiz;26;843375600;22/9/1996;Primera Division;2023;Forward;Talleres Cordoba;1605;810;795;Colombia;23;13;10;4;0;4;6;3;3;1;0;9;6;3;16;5;11;3;0;0.56;0.34;0.22;0.00;0.45;401;0.9;100;70;535;268;0.17;84;9;-1;5;7.07;0.26;0;7;0;0
Diego Martin Novaretti;38;484470000;9/5/1985;Primera Division;2023;Defender;Belgrano;224;108;116;Argentina;9;6;3;0;0;0;0;0;0;0;0;3;2;1;3;2;1;0;0;0.00;0.00;0.00;0.00;0.00;0;1.21;75;25;0;0;0.00;-1;-1;-1;24;5.42;0.00;0;2;0;0
Diego Mastrangelo;20;1036656000;7/11/2002;Primera Division;2023;Defender;Gimnasia La Plata;103;13;90;Argentina;2;1;1;0;0;0;0;0;0;0;0;1;1;0;2;0;2;1;0;0.00;0.00;0.00;0.00;0.00;0;1.75;52;52;103;0;0.87;-1;-1;-1;19;0.00;0.00;0;36;0;0
Diego Matias Rodriguez;34;614761200;25/6/1989;Primera Division;2023;Goalkeeper;Godoy Cruz;2520;1170;1350;Argentina;28;13;15;3;2;1;0;0;0;3;0;9;6;3;29;10;19;4;0;0.11;0.00;0.11;0.15;0.07;840;1.04;87;90;630;0;0.14;179;406;152;5;6.81;0.00;0;50;0;0
Diego Ortegoza;26;861433200;19/4/1997;Primera Division;2023;Midfielder;Talleres Cordoba;1030;450;580;Argentina;18;9;9;0;0;0;0;0;0;0;0;7;4;3;7;2;5;6;0;0.00;0.00;0.00;0.00;0.00;0;0.61;147;57;172;0;0.52;425;424;-1;29;6.22;0.00;0;30;0;0
Diego Perea;20;1037347200;15/11/2002;Primera Division;2023;Forward;San Lorenzo;156;30;126;Colombia;4;2;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0.00;0.00;0.00;0.00;0.00;0;0.00;0;39;78;0;1.15;-1;-1;-1;15;0.00;0.00;0;49;0;0
Diego Valentin Gomez;20;1056610800;26/6/2003;Primera Division;2023;Defender;Velez Sarsfield;1388;711;677;Argentina;18;8;10;0;0;0;0;0;0;0;0;7;6;1;12;2;10;5;0;0.00;0.00;0.00;0.00;0.00;0;0.78;116;77;278;0;0.32;354;353;50;19;6.79;0.00;0;31;0;0
Diego Vasquez;22;968655600;11/9/2000;Primera Division;2023;Forward;Central Cordoba SdE;104;66;38;Argentina;8;6;2;0;0;0;0;0;0;0;0;3;3;0;1;1;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.87;104;13;0;0;0.00;-1;-1;-1;18;0.00;0.00;0;30;0;0
Djorkaeff Neior Reasi Gonzalez;24;916646400;18/1/1999;Primera Division;2023;Midfielder;Instituto;677;277;400;Ecuador;19;9;10;1;1;0;0;0;0;1;0;9;6;3;4;1;3;1;0;0.13;0.00;0.13;0.32;0.00;677;0.53;169;36;677;0;0.13;156;563;-1;8;6.10;0.00;0;16;0;0
Dylan Aquino;18;1117868400;4/6/2005;Primera Division;2023;Midfielder;Lanus;8;5;3;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;4;0;0;0.00;-1;-1;-1;18;0.00;0.00;0;43;0;0
Ederson Salomon Rodriguez Lima;23;950688000;16/2/2000;Primera Division;2023;Forward;Godoy Cruz;1930;1002;928;Uruguay;28;14;14;5;5;0;5;5;0;0;0;9;6;3;26;12;14;5;0;0.47;0.23;0.23;0.45;0.00;386;1.21;74;69;386;386;0.23;79;37;-1;3;6.79;0.18;0;20;0;0
Edgar Joel Elizalde Ferreira;23;951638400;27/2/2000;Primera Division;2023;Defender;Independiente;1236;650;586;Uruguay;17;9;8;0;0;0;0;0;0;0;0;6;2;4;16;10;6;5;1;0.00;0.00;0.00;0.00;0.00;0;1.17;77;73;206;0;0.44;419;417;186;22;6.70;0.00;0;3;0;0
Edinson ovani;36;540288000;14/2/1987;Primera Division;2023;Forward;Boca Juniors;166;166;0;Uruguay;2;2;0;1;1;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0.54;0.00;0.54;0.54;0.00;166;1.08;83;83;166;0;0.54;-1;-1;-1;12;6.96;0.00;0;10;0;0
Edwin ordona;30;723801600;8/12/1992;Primera Division;2023;Midfielder;Racing Club;87;36;51;Colombia;5;3;2;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0.00;0.00;0.00;0.00;0.00;0;1.03;87;17;87;0;1.03;-1;-1;-1;38;6.50;0.00;0;18;0;0
